problem_id,category,solver_rule,solver_predicted,solver_correct,solver_parse_ok,answer,solver_explanation
3efc46c1,equation,unknown_operator_fallback,,False,False,3964,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
3f67321d,equation,unknown_operator_fallback,,False,False,"}""[}",parse_error: no examples extracted from question text.
3f8d5299,equation,unknown_operator_fallback,,False,False,^\>,parse_error: no examples extracted from question text.
3fa49035,equation,unknown_operator_fallback,,False,False,696,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
4011d4e5,equation,unknown_operator_fallback,,False,False,1483,parse_error: no examples extracted from question text.
40ba1b6f,equation,unknown_operator_fallback,,False,False,$(,parse_error: no examples extracted from question text.
40c53743,equation,unknown_operator_fallback,,False,True,7963,No rule matched all 4 example(s). Test case: 24 * 88 = ?
412a209f,equation,unknown_operator_fallback,,False,False,3032,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
41554020,equation,unknown_operator_fallback,,False,False,?:,parse_error: no examples extracted from question text.
4179c322,equation,unknown_operator_fallback,,False,True,-6,No rule matched all 4 example(s). Test case: 15 - 75 = ?
418895f5,equation,unknown_operator_fallback,,False,True,1243,No rule matched all 3 example(s). Test case: 85 * 95 = ?
41a8a9f0,equation,unknown_operator_fallback,,False,False,"|""`>",parse_error: no examples extracted from question text.
41babefd,equation,unknown_operator_fallback,,False,True,127,No rule matched all 4 example(s). Test case: 41 / 85 = ?
41e6cbfc,equation,reverse_concat,9318,True,True,9318,examples_parsed=4; rule=reverse_concat; input=(18 + 93); predicted=9318; expected=9318; match=YES
420d5352,equation,unknown_operator_fallback,,False,False,&?,parse_error: no examples extracted from question text.
422bc5b4,equation,unknown_operator_fallback,,False,True,7,No rule matched all 1 example(s). Test case: 80 & 87 = ?
4245e455,equation,unknown_operator_fallback,,False,True,-92,No rule matched all 1 example(s). Test case: 49 - 56 = ?
424b50d1,equation,unknown_operator_fallback,,False,False,/]|&,parse_error: no examples extracted from question text.
42553fde,equation,unknown_operator_fallback,,False,False,77,parse_error: no examples extracted from question text.
427ba852,equation,unknown_operator_fallback,,False,True,2214,No rule matched all 5 example(s). Test case: 14 * 22 = ?
42bde66c,equation,unknown_operator_fallback,,False,False,>),parse_error: no examples extracted from question text.
42cb233d,equation,unknown_operator_fallback,,False,True,881,No rule matched all 2 example(s). Test case: 59 + 29 = ?
42d4dcf7,equation,unknown_operator_fallback,,False,True,91,No rule matched all 4 example(s). Test case: 65 - 57 = ?
432b1110,equation,unknown_operator_fallback,,False,False,%[:?,parse_error: no examples extracted from question text.
434ca68a,equation,unknown_operator_fallback,,False,False,%&&,parse_error: no examples extracted from question text.
4350015c,equation,unknown_operator_fallback,,False,True,6461,No rule matched all 3 example(s). Test case: 16 * 72 = ?
43674aea,equation,unknown_operator_fallback,,False,False,}#>,parse_error: no examples extracted from question text.
43837c5b,equation,unknown_operator_fallback,,False,True,4572,No rule matched all 3 example(s). Test case: 45 * 72 = ?
43980e72,equation,unknown_operator_fallback,,False,False,64,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
43ac121f,equation,unknown_operator_fallback,,False,False,-!],parse_error: no examples extracted from question text.
44398869,equation,unknown_operator_fallback,,False,True,5913,No rule matched all 5 example(s). Test case: 54 ^ 17 = ?
44a57762,equation,unknown_operator_fallback,,False,False,5011,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
44e69b7e,equation,unknown_operator_fallback,,False,False,119,parse_error: no examples extracted from question text.
45076dc9,equation,unknown_operator_fallback,,False,False,6,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
4530aff6,equation,unknown_operator_fallback,,False,True,111,No rule matched all 1 example(s). Test case: 12 & 99 = ?
45582be0,equation,unknown_operator_fallback,,False,True,104,No rule matched all 5 example(s). Test case: 68 / 36 = ?
45dbc1cc,equation,unknown_operator_fallback,,False,True,-35,No rule matched all 2 example(s). Test case: 98 - 63 = ?
45df54db,equation,unknown_operator_fallback,,False,True,64,No rule matched all 3 example(s). Test case: 56 - 91 = ?
4612258e,equation,unknown_operator_fallback,,False,False,-[!,parse_error: no examples extracted from question text.
4626d641,equation,unknown_operator_fallback,,False,False,"@>"")",parse_error: no examples extracted from question text.
465a990c,equation,unknown_operator_fallback,,False,False,:,parse_error: no examples extracted from question text.
466ad340,equation,unknown_operator_fallback,,False,False,-#$,parse_error: no examples extracted from question text.
4684abe0,equation,unknown_operator_fallback,,False,True,-12,No rule matched all 3 example(s). Test case: 74 - 86 = ?
468bf9fc,equation,unknown_operator_fallback,,False,False,>!%,parse_error: no examples extracted from question text.
46c0e367,equation,unknown_operator_fallback,,False,False,##[,parse_error: no examples extracted from question text.
46fcfa9c,equation,unknown_operator_fallback,,False,False,-@?,parse_error: no examples extracted from question text.
47524987,equation,unknown_operator_fallback,,False,False,]?:,parse_error: no examples extracted from question text.
47c1d8f5,equation,unknown_operator_fallback,,False,False,]%],parse_error: no examples extracted from question text.
47c368d8,equation,unknown_operator_fallback,,False,False,851,parse_error: no examples extracted from question text.
47dc6570,equation,unknown_operator_fallback,,False,True,22,No rule matched all 4 example(s). Test case: 48 # 26 = ?
48194d70,equation,unknown_operator_fallback,,False,False,^[#|,parse_error: no examples extracted from question text.
48817fa0,equation,unknown_operator_fallback,,False,False,##:%,parse_error: no examples extracted from question text.
4895b955,equation,unknown_operator_fallback,,False,False,4796,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
48ae115d,equation,unknown_operator_fallback,,False,False,\[@`,parse_error: no examples extracted from question text.
48c25e0e,equation,unknown_operator_fallback,,False,True,53,No rule matched all 2 example(s). Test case: 43 & 11 = ?
491b8ea5,equation,unknown_operator_fallback,,False,False,)!,parse_error: no examples extracted from question text.
49578b02,equation,unknown_operator_fallback,,False,True,39,No rule matched all 3 example(s). Test case: 07 + 22 = ?
49699136,equation,forward_concat,7725,False,True,#52,examples_parsed=2; rule=forward_concat; input=(77 # 25); predicted=7725; expected=#52; match=NO
49743645,equation,unknown_operator_fallback,,False,True,1396,No rule matched all 5 example(s). Test case: 99 * 07 = ?
49919931,equation,unknown_operator_fallback,,False,True,32,No rule matched all 1 example(s). Test case: 42 * 59 = ?
49ac9daf,equation,unknown_operator_fallback,,False,True,27,No rule matched all 3 example(s). Test case: 64 * 52 = ?
49bc1b7b,equation,unknown_operator_fallback,,False,False,681,parse_error: no examples extracted from question text.
49f6ba46,equation,unknown_operator_fallback,,False,False,``,parse_error: no examples extracted from question text.
4a02017f,equation,unknown_operator_fallback,,False,False,'&},parse_error: no examples extracted from question text.
4a569495,equation,unknown_operator_fallback,,False,True,47,No rule matched all 2 example(s). Test case: 53 + 04 = ?
4a8eafe3,equation,unknown_operator_fallback,,False,True,5705,No rule matched all 4 example(s). Test case: 95 * 68 = ?
4aabfc3b,equation,unknown_operator_fallback,,False,True,17,No rule matched all 2 example(s). Test case: 31 * 85 = ?
4aeed935,equation,reverse_concat,1455,True,True,1455,examples_parsed=3; rule=reverse_concat; input=(55 * 14); predicted=1455; expected=1455; match=YES
4b70414e,equation,unknown_operator_fallback,,False,True,1913,No rule matched all 4 example(s). Test case: 48 # 83 = ?
4b7c076e,equation,unknown_operator_fallback,,False,False,#{$,parse_error: no examples extracted from question text.
4bb8c6cd,equation,unknown_operator_fallback,,False,False,]}\!,parse_error: no examples extracted from question text.
4bc6e6b5,equation,unknown_operator_fallback,,False,True,67,No rule matched all 5 example(s). Test case: 31 + 36 = ?
4bfd095a,equation,unknown_operator_fallback,,False,False,{<<<,parse_error: no examples extracted from question text.
4c19c1cb,equation,forward_concat,,False,False,0774,parse_error: no test case (= ?) found. Rule identified from examples: forward_concat.
4c57a53f,equation,unknown_operator_fallback,,False,False,[4,parse_error: no examples extracted from question text.
4c6cf9d9,equation,unknown_operator_fallback,,False,True,63,No rule matched all 2 example(s). Test case: 29 * 65 = ?
4cb5e927,equation,unknown_operator_fallback,,False,True,-20,No rule matched all 1 example(s). Test case: 69 - 49 = ?
4cf073bf,equation,unknown_operator_fallback,,False,True,08,No rule matched all 3 example(s). Test case: 02 + 06 = ?
4d04ce0c,equation,unknown_operator_fallback,,False,False,&:?,parse_error: no examples extracted from question text.
4d1ae327,equation,unknown_operator_fallback,,False,True,&42,No rule matched all 3 example(s). Test case: 22 & 64 = ?
4d39d098,equation,unknown_operator_fallback,,False,True,7434,No rule matched all 4 example(s). Test case: 96 * 36 = ?
4d714623,equation,unknown_operator_fallback,,False,False,107,parse_error: no examples extracted from question text.
4d8df95b,equation,unknown_operator_fallback,,False,False,),parse_error: no examples extracted from question text.
4d8f8111,equation,unknown_operator_fallback,,False,True,7601,No rule matched all 5 example(s). Test case: 01 + 76 = ?
4d92de08,equation,unknown_operator_fallback,,False,True,819,No rule matched all 1 example(s). Test case: 15 # 81 = ?
4dbec546,equation,unknown_operator_fallback,,False,True,611,No rule matched all 4 example(s). Test case: 06 + 65 = ?
4dcc1844,equation,unknown_operator_fallback,,False,True,83,No rule matched all 4 example(s). Test case: 63 * 21 = ?
4dcd1b40,equation,unknown_operator_fallback,,False,False,`:{,parse_error: no examples extracted from question text.
4de466bf,equation,unknown_operator_fallback,,False,False,^[,parse_error: no examples extracted from question text.
4df01584,equation,unknown_operator_fallback,,False,True,1935,No rule matched all 3 example(s). Test case: 35 + 19 = ?
4e28b132,equation,unknown_operator_fallback,,False,False,:},parse_error: no examples extracted from question text.
4e5fa95b,equation,unknown_operator_fallback,,False,False,86,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
4e67b066,equation,unknown_operator_fallback,,False,False,-{^,parse_error: no examples extracted from question text.
4e7d1773,equation,unknown_operator_fallback,,False,False,^:?:,parse_error: no examples extracted from question text.
4e7e64a2,equation,unknown_operator_fallback,,False,False,?&?%,parse_error: no examples extracted from question text.
4e840a1a,equation,unknown_operator_fallback,,False,True,38,No rule matched all 3 example(s). Test case: 15 + 53 = ?
4e8982d6,equation,unknown_operator_fallback,,False,False,/@:,parse_error: no examples extracted from question text.
4ed6b56f,equation,unknown_operator_fallback,,False,False,"(""/""",parse_error: no examples extracted from question text.
4f06e1c0,equation,reverse_concat,3807,False,True,351,examples_parsed=3; rule=reverse_concat; input=(07 + 38); predicted=3807; expected=351; match=NO
4f0e0273,equation,unknown_operator_fallback,,False,True,5022,No rule matched all 2 example(s). Test case: 36 * 53 = ?
4f2351e5,equation,unknown_operator_fallback,,False,False,<`,parse_error: no examples extracted from question text.
4f660f4b,equation,unknown_operator_fallback,,False,False,6554,parse_error: no examples extracted from question text.
4f8da43f,equation,unknown_operator_fallback,,False,False,46,parse_error: no examples extracted from question text.
4fd29059,equation,unknown_operator_fallback,,False,False,'%%[,parse_error: no examples extracted from question text.
4ff92c73,equation,unknown_operator_fallback,,False,True,62,No rule matched all 4 example(s). Test case: 75 - 38 = ?
5039d1a0,equation,unknown_operator_fallback,,False,True,041,No rule matched all 4 example(s). Test case: 06 + 08 = ?
50630ad8,equation,unknown_operator_fallback,,False,True,$85,No rule matched all 2 example(s). Test case: 51 $ 37 = ?
50a694de,equation,unknown_operator_fallback,,False,False,%],parse_error: no examples extracted from question text.
50adc396,equation,unknown_operator_fallback,,False,True,931,No rule matched all 3 example(s). Test case: 15 + 88 = ?
50adfd54,equation,unknown_operator_fallback,,False,True,-75,No rule matched all 3 example(s). Test case: 42 - 18 = ?
50ba5396,equation,unknown_operator_fallback,,False,False,\]]@,parse_error: no examples extracted from question text.
50c0b6f8,equation,unknown_operator_fallback,,False,True,921,No rule matched all 5 example(s). Test case: 96 + 06 = ?
50f8e2c0,equation,unknown_operator_fallback,,False,True,-22,No rule matched all 2 example(s). Test case: 31 - 53 = ?
51174a9d,equation,unknown_operator_fallback,,False,False,[/<,parse_error: no examples extracted from question text.
51181706,equation,unknown_operator_fallback,,False,False,'[)\,parse_error: no examples extracted from question text.
5128831c,equation,unknown_operator_fallback,,False,False,&[$,parse_error: no examples extracted from question text.
51352792,equation,unknown_operator_fallback,,False,False,"`""<`",parse_error: no examples extracted from question text.
5144897d,equation,unknown_operator_fallback,,False,False,0,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
5186f2d7,equation,unknown_operator_fallback,,False,False,\?!$,parse_error: no examples extracted from question text.
518d8529,equation,unknown_operator_fallback,,False,True,@75,No rule matched all 2 example(s). Test case: 91 @ 67 = ?
518deb39,equation,unknown_operator_fallback,,False,False,$,parse_error: no examples extracted from question text.
51da0ee1,equation,unknown_operator_fallback,,False,False,:]:,parse_error: no examples extracted from question text.
51dafb5b,equation,unknown_operator_fallback,,False,True,9732,No rule matched all 5 example(s). Test case: 86 * 53 = ?
52395e9a,equation,unknown_operator_fallback,,False,False,#!%\,parse_error: no examples extracted from question text.
524cb5c6,equation,unknown_operator_fallback,,False,False,$>>\,parse_error: no examples extracted from question text.
528b694b,equation,unknown_operator_fallback,,False,False,"""'",parse_error: no examples extracted from question text.
528ec0d8,equation,unknown_operator_fallback,,False,True,-39,No rule matched all 1 example(s). Test case: 11 - 50 = ?
52be4988,equation,unknown_operator_fallback,,False,False,'!,parse_error: no examples extracted from question text.
52c62a3e,equation,reverse_concat,1292,True,True,1292,examples_parsed=3; rule=reverse_concat; input=(92 * 12); predicted=1292; expected=1292; match=YES
52f499f4,equation,unknown_operator_fallback,,False,False,$[^%,parse_error: no examples extracted from question text.
536d9cca,equation,unknown_operator_fallback,,False,False,&',parse_error: no examples extracted from question text.
53b48918,equation,unknown_operator_fallback,,False,True,81,No rule matched all 4 example(s). Test case: 91 + 10 = ?
544f0433,equation,unknown_operator_fallback,,False,False,/>)&,parse_error: no examples extracted from question text.
54818142,equation,unknown_operator_fallback,,False,False,-<,parse_error: no examples extracted from question text.
549f5220,equation,unknown_operator_fallback,,False,True,5548,No rule matched all 5 example(s). Test case: 48 * 55 = ?
54c9bde5,equation,forward_concat,3064,True,True,3064,examples_parsed=2; rule=forward_concat; input=(30 - 64); predicted=3064; expected=3064; match=YES
54dbab41,equation,unknown_operator_fallback,,False,False,|$,parse_error: no examples extracted from question text.
54e8c553,equation,unknown_operator_fallback,,False,False,$$<<,parse_error: no examples extracted from question text.
5501c054,equation,unknown_operator_fallback,,False,False,[#>#,parse_error: no examples extracted from question text.
552e14d7,equation,reverse_concat,1756,True,True,1756,examples_parsed=4; rule=reverse_concat; input=(56 + 17); predicted=1756; expected=1756; match=YES
553b3af9,equation,unknown_operator_fallback,,False,False,61%,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
5541d35c,equation,unknown_operator_fallback,,False,True,2803,No rule matched all 1 example(s). Test case: 97 * 93 = ?
55954e3c,equation,unknown_operator_fallback,,False,True,0685,No rule matched all 3 example(s). Test case: 39 * 36 = ?
55bc449c,equation,unknown_operator_fallback,,False,False,:<,parse_error: no examples extracted from question text.
55f19327,equation,unknown_operator_fallback,,False,False,1,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
55f4fa64,equation,unknown_operator_fallback,,False,False,{{!?,parse_error: no examples extracted from question text.
56343b77,equation,unknown_operator_fallback,,False,True,711,No rule matched all 4 example(s). Test case: 17 + 74 = ?
563bf8f9,equation,unknown_operator_fallback,,False,False,-'/,parse_error: no examples extracted from question text.
564916b5,equation,unknown_operator_fallback,,False,False,$,parse_error: no examples extracted from question text.
5690981d,equation,unknown_operator_fallback,,False,False,-](,parse_error: no examples extracted from question text.
56ac76c6,equation,unknown_operator_fallback,,False,False,>&{,parse_error: no examples extracted from question text.
56c59dfd,equation,forward_concat,9674,False,True,22,examples_parsed=3; rule=forward_concat; input=(96 - 74); predicted=9674; expected=22; match=NO
56efc838,equation,unknown_operator_fallback,,False,False,}$?(,parse_error: no examples extracted from question text.
57712d01,equation,unknown_operator_fallback,,False,False,-/<,parse_error: no examples extracted from question text.
5787c3d0,equation,unknown_operator_fallback,,False,True,^1,No rule matched all 1 example(s). Test case: 85 ^ 86 = ?
579b4607,equation,unknown_operator_fallback,,False,False,16,parse_error: no examples extracted from question text.
57c845a6,equation,unknown_operator_fallback,,False,False,]|,parse_error: no examples extracted from question text.
57f6878e,equation,unknown_operator_fallback,,False,False,%{{,parse_error: no examples extracted from question text.
585b3442,equation,unknown_operator_fallback,,False,True,3104,No rule matched all 2 example(s). Test case: 32 $ 97 = ?
58b9492e,equation,unknown_operator_fallback,,False,False,1,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
58c099d2,equation,unknown_operator_fallback,,False,False,-)\,parse_error: no examples extracted from question text.
58c4ced1,equation,unknown_operator_fallback,,False,False,9,parse_error: no examples extracted from question text.
58eadc55,equation,unknown_operator_fallback,,False,False,!#,parse_error: no examples extracted from question text.
58f63e94,equation,unknown_operator_fallback,,False,True,501,No rule matched all 3 example(s). Test case: 85 + 74 = ?
58fed63a,equation,unknown_operator_fallback,,False,True,5,No rule matched all 3 example(s). Test case: 11 - 39 = ?
592107c3,equation,forward_concat,7562,False,True,/13,examples_parsed=1; rule=forward_concat; input=(75 / 62); predicted=7562; expected=/13; match=NO
5968bf6c,equation,unknown_operator_fallback,,False,False,"(""/^",parse_error: no examples extracted from question text.
59733f94,equation,unknown_operator_fallback,,False,False,/,parse_error: no examples extracted from question text.
5998ac05,equation,unknown_operator_fallback,,False,False,"""<",parse_error: no examples extracted from question text.
599e922a,equation,unknown_operator_fallback,,False,False,>@,parse_error: no examples extracted from question text.
59b2cbbf,equation,unknown_operator_fallback,,False,True,211,No rule matched all 3 example(s). Test case: 83 + 47 = ?
5a0d5d2a,equation,unknown_operator_fallback,,False,True,341,No rule matched all 2 example(s). Test case: 39 + 94 = ?
5a0d95e2,equation,unknown_operator_fallback,,False,False,/(#),parse_error: no examples extracted from question text.
5a35e698,equation,unknown_operator_fallback,,False,False,[\),parse_error: no examples extracted from question text.
5a3eaf6f,equation,unknown_operator_fallback,,False,False,"\{}""",parse_error: no examples extracted from question text.
5a763686,equation,forward_concat,7495,True,True,7495,examples_parsed=1; rule=forward_concat; input=(74 & 95); predicted=7495; expected=7495; match=YES
5a9fcf68,equation,unknown_operator_fallback,,False,False,4443,parse_error: no examples extracted from question text.
5ad26838,equation,unknown_operator_fallback,,False,False,-{,parse_error: no examples extracted from question text.
5aeb4ba5,equation,unknown_operator_fallback,,False,False,3985,parse_error: no examples extracted from question text.
5b06502f,equation,unknown_operator_fallback,,False,False,1768,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
5b2523e6,equation,unknown_operator_fallback,,False,False,&&,parse_error: no examples extracted from question text.
5b673564,equation,unknown_operator_fallback,,False,False,],parse_error: no examples extracted from question text.
5bc9b870,equation,unknown_operator_fallback,,False,False,621,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
5bcb572e,equation,unknown_operator_fallback,,False,False,-!#,parse_error: no examples extracted from question text.
5bd9919c,equation,unknown_operator_fallback,,False,False,]']`,parse_error: no examples extracted from question text.
5be6a3c1,equation,unknown_operator_fallback,,False,False,}}?),parse_error: no examples extracted from question text.
5c008804,equation,unknown_operator_fallback,,False,True,52,No rule matched all 1 example(s). Test case: 83 @ 36 = ?
5c2ef0ae,equation,unknown_operator_fallback,,False,False,'@,parse_error: no examples extracted from question text.
5c743e8a,equation,unknown_operator_fallback,,False,False,1755,parse_error: no examples extracted from question text.
5c938bea,equation,unknown_operator_fallback,,False,False,27,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
5c9f274a,equation,unknown_operator_fallback,,False,False,:[``,parse_error: no examples extracted from question text.
5ce7c6b4,equation,unknown_operator_fallback,,False,False,'>&,parse_error: no examples extracted from question text.
5d055504,equation,unknown_operator_fallback,,False,False,99,parse_error: no examples extracted from question text.
5d35ee2e,equation,unknown_operator_fallback,,False,False,&/{,parse_error: no examples extracted from question text.
5d44a0b2,equation,unknown_operator_fallback,,False,True,8035,No rule matched all 3 example(s). Test case: 78 * 16 = ?
5d786524,equation,unknown_operator_fallback,,False,False,[{%',parse_error: no examples extracted from question text.
5d834875,equation,unknown_operator_fallback,,False,True,25,No rule matched all 1 example(s). Test case: 91 - 33 = ?
5d89a09c,equation,unknown_operator_fallback,,False,True,0,No rule matched all 5 example(s). Test case: 78 - 78 = ?
5d8c51ce,equation,unknown_operator_fallback,,False,True,06,No rule matched all 3 example(s). Test case: 91 + 04 = ?
5dc0aca5,equation,unknown_operator_fallback,,False,True,3,No rule matched all 4 example(s). Test case: 15 + 12 = ?
5e0c542f,equation,unknown_operator_fallback,,False,False,/,parse_error: no examples extracted from question text.
5e2581b6,equation,unknown_operator_fallback,,False,False,]#,parse_error: no examples extracted from question text.
5e4393fc,equation,unknown_operator_fallback,,False,False,"?"">""",parse_error: no examples extracted from question text.
5e67b1a1,equation,unknown_operator_fallback,,False,False,63,parse_error: no examples extracted from question text.
5e95a417,equation,unknown_operator_fallback,,False,False,](>?,parse_error: no examples extracted from question text.
5e989cc5,equation,unknown_operator_fallback,,False,False,$$,parse_error: no examples extracted from question text.
5eea60e7,equation,unknown_operator_fallback,,False,False,791,parse_error: no examples extracted from question text.
5f4b89b7,equation,unknown_operator_fallback,,False,False,>\,parse_error: no examples extracted from question text.
5f5227b5,equation,unknown_operator_fallback,,False,True,53@,No rule matched all 1 example(s). Test case: 06 @ 52 = ?
5f5a73ff,equation,unknown_operator_fallback,,False,False,0897,parse_error: no examples extracted from question text.
5f6798e1,equation,reverse_concat,7106,False,True,34,examples_parsed=1; rule=reverse_concat; input=(06 - 71); predicted=7106; expected=34; match=NO
5f6b6ea3,equation,unknown_operator_fallback,,False,False,6,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
5f9f0ed7,equation,unknown_operator_fallback,,False,False,}/!},parse_error: no examples extracted from question text.
5fe8d710,equation,unknown_operator_fallback,,False,True,281,No rule matched all 5 example(s). Test case: 59 + 68 = ?
603ad93b,equation,unknown_operator_fallback,,False,True,9411,No rule matched all 4 example(s). Test case: 32 * 05 = ?
6046d372,equation,unknown_operator_fallback,,False,False,[/,parse_error: no examples extracted from question text.
605e1c08,equation,unknown_operator_fallback,,False,False,1020,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
60d928d0,equation,unknown_operator_fallback,,False,False,@}',parse_error: no examples extracted from question text.
60ed3f31,equation,unknown_operator_fallback,,False,False,@%:\,parse_error: no examples extracted from question text.
60f55291,equation,unknown_operator_fallback,,False,False,/\|?,parse_error: no examples extracted from question text.
610bf536,equation,unknown_operator_fallback,,False,False,^,parse_error: no examples extracted from question text.
614408ea,equation,unknown_operator_fallback,,False,True,38,No rule matched all 3 example(s). Test case: 15 * 33 = ?
61557701,equation,unknown_operator_fallback,,False,False,|&,parse_error: no examples extracted from question text.
61766c6f,equation,unknown_operator_fallback,,False,False,2572,parse_error: no examples extracted from question text.
6183bab7,equation,unknown_operator_fallback,,False,False,@@,parse_error: no examples extracted from question text.
61bbcdc3,equation,unknown_operator_fallback,,False,False,99,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
620c2521,equation,unknown_operator_fallback,,False,True,936,No rule matched all 2 example(s). Test case: 85 * 11 = ?
62896e95,equation,unknown_operator_fallback,,False,False,]]%&,parse_error: no examples extracted from question text.
6296c317,equation,unknown_operator_fallback,,False,False,:#<,parse_error: no examples extracted from question text.
62fc7798,equation,unknown_operator_fallback,,False,False,}&,parse_error: no examples extracted from question text.
63603ee7,equation,unknown_operator_fallback,,False,False,-$,parse_error: no examples extracted from question text.
6385674a,equation,unknown_operator_fallback,,False,True,69,No rule matched all 3 example(s). Test case: 41 + 28 = ?
638f93ca,equation,unknown_operator_fallback,,False,False,@,parse_error: no examples extracted from question text.
6402d0ee,equation,unknown_operator_fallback,,False,False,\93,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
642c84f0,equation,unknown_operator_fallback,,False,False,{(}%,parse_error: no examples extracted from question text.
64553a64,equation,unknown_operator_fallback,,False,False,}#',parse_error: no examples extracted from question text.
648e2da2,equation,unknown_operator_fallback,,False,True,031,No rule matched all 3 example(s). Test case: 34 + 88 = ?
64b2cbb6,equation,unknown_operator_fallback,,False,False,*^#,parse_error: no examples extracted from question text.
64c53621,equation,unknown_operator_fallback,,False,False,&>'$,parse_error: no examples extracted from question text.
64d775e5,equation,unknown_operator_fallback,,False,False,$&)<,parse_error: no examples extracted from question text.
64fe405e,equation,unknown_operator_fallback,,False,False,1,parse_error: no examples extracted from question text.
6548d382,equation,unknown_operator_fallback,,False,False,/\,parse_error: no examples extracted from question text.
656cfb5f,equation,unknown_operator_fallback,,False,True,17,No rule matched all 1 example(s). Test case: 72 + 44 = ?
657bcae9,equation,unknown_operator_fallback,,False,False,'}[,parse_error: no examples extracted from question text.
65a61279,equation,unknown_operator_fallback,,False,False,?]$/,parse_error: no examples extracted from question text.
65add53a,equation,unknown_operator_fallback,,False,False,]}%,parse_error: no examples extracted from question text.
65b13ba2,equation,unknown_operator_fallback,,False,False,"]/""}",parse_error: no examples extracted from question text.
65c52214,equation,unknown_operator_fallback,,False,True,1593,No rule matched all 3 example(s). Test case: 67 * 25 = ?
662fd21c,equation,unknown_operator_fallback,,False,False,17,parse_error: no examples extracted from question text.
66a0856f,equation,forward_concat,,False,False,38,parse_error: no test case (= ?) found. Rule identified from examples: forward_concat.
66c5974c,equation,unknown_operator_fallback,,False,True,80,No rule matched all 5 example(s). Test case: 55 ^ 24 = ?
672029b2,equation,unknown_operator_fallback,,False,True,31,No rule matched all 3 example(s). Test case: 98 - 83 = ?
67995540,equation,unknown_operator_fallback,,False,False,|%@,parse_error: no examples extracted from question text.
67de8e10,equation,unknown_operator_fallback,,False,True,071,No rule matched all 5 example(s). Test case: 69 + 47 = ?
67f1bc8a,equation,unknown_operator_fallback,,False,True,1321,No rule matched all 1 example(s). Test case: 77 - 61 = ?
680b66f2,equation,unknown_operator_fallback,,False,False,}$,parse_error: no examples extracted from question text.
680f19b3,equation,unknown_operator_fallback,,False,False,9756,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
6848a4e8,equation,unknown_operator_fallback,,False,False,\$,parse_error: no examples extracted from question text.
684de068,equation,unknown_operator_fallback,,False,False,"^""",parse_error: no examples extracted from question text.
685be3a7,equation,unknown_operator_fallback,,False,False,>$$,parse_error: no examples extracted from question text.
688c807b,equation,unknown_operator_fallback,,False,False,1793,parse_error: no examples extracted from question text.
68903918,equation,unknown_operator_fallback,,False,True,4072,No rule matched all 3 example(s). Test case: 59 - 69 = ?
6897f05e,equation,unknown_operator_fallback,,False,False,:%::,parse_error: no examples extracted from question text.
68b9b9a8,equation,unknown_operator_fallback,,False,True,4734,No rule matched all 5 example(s). Test case: 45 * 18 = ?
69197d42,equation,unknown_operator_fallback,,False,False,4662,parse_error: no examples extracted from question text.
691f2f76,equation,unknown_operator_fallback,,False,True,331,No rule matched all 4 example(s). Test case: 57 + 85 = ?
693432da,equation,unknown_operator_fallback,,False,False,|>[,parse_error: no examples extracted from question text.
69771374,equation,unknown_operator_fallback,,False,False,#}(,parse_error: no examples extracted from question text.
69aa57b3,equation,unknown_operator_fallback,,False,True,4472,No rule matched all 2 example(s). Test case: 72 + 44 = ?
69eccfa5,equation,unknown_operator_fallback,,False,False,\^,parse_error: no examples extracted from question text.
69fe4b0d,equation,unknown_operator_fallback,,False,True,59,No rule matched all 5 example(s). Test case: 70 - 11 = ?
6a5cd9ec,equation,unknown_operator_fallback,,False,False,<[<\,parse_error: no examples extracted from question text.
6ab04968,equation,unknown_operator_fallback,,False,False,1241,parse_error: no examples extracted from question text.
6ac4d8c2,equation,unknown_operator_fallback,,False,True,831,No rule matched all 2 example(s). Test case: 17 + 76 = ?
